EmpID,BiasInfluentialFactor,FitmentPercent
2666,DegreeBranch,20.96
16847,Gender,26.79
20237,DegreeBranch,1.29
2651,EmpScore,29.23
12344,NA,0.04
6383,CurrentCompanyType,2.92
9587,Gender,19.72
12467,Gender,16.66
8374,YearsOfExperince,24.5
12171,NA,0.05
21586,DegreeBranch,19.05
11060,Gender,16.34
6261,Gender,10.81
16932,DegreeBranch,16.86
16989,EmpScore,30.7
14658,Gender,16.02
18694,YearsOfExperince,24.25
11880,Gender,15.9
5170,Gender,12.16
20400,EmpScore,38.0
4063,HighestDegree,29.82
22643,Gender,15.44
19610,YearsOfExperince,21.45
14934,NA,0.06
5762,NA,0.05
15789,Gender,0.05
18662,NA,0.07
23270,Gender,0.05
5877,NA,0.05
23830,EmpScore,29.21
19703,NA,0.04
13181,DegreeBranch,21.99
5950,NA,0.05
16127,YearsOfExperince,31.91
20134,NA,0.05
10718,MartialStatus,49.58
17517,YearsOfExperince,37.15
12152,Gender,20.59
4284,NA,0.05
7991,NA,0.06
4121,Gender,0.05
8025,NA,0.05
15685,DegreeBranch,18.84
10689,NA,0.04
11428,NA,0.06
20817,DegreeBranch,25.6
23580,NA,0.05
3596,DegreeBranch,14.87
14886,NA,0.05
16321,NA,0.06
5502,DegreeBranch,19.17
9588,Gender,1.53
21475,NA,0.05
23457,Gender,13.75
24006,YearsOfExperince,23.52
17397,NA,0.06
4340,DegreeBranch,19.4
8649,DegreeBranch,20.54
13554,YearsOfExperince,33.74
8328,NA,0.05
5768,Gender,11.6
20564,NA,0.05
15383,DegreeBranch,22.0
8575,YearsOfExperince,29.5
17148,CurrentCompanyType,0.05
6756,YearsOfExperince,28.3
2022,NA,0.05
4536,Gender,26.28
12215,Gender,15.51
9572,Gender,21.0
6511,YearsOfExperince,32.17
17688,DegreeBranch,20.22
10578,YearsOfExperince,34.18
3787,NA,0.07
5524,YearsOfExperince,26.97
18230,DegreeBranch,17.59
2731,YearsOfExperince,18.73
4392,Gender,16.28
4686,NA,0.05
19774,Gender,5.28
16720,Gender,17.35
23557,Gender,0.05
21605,NA,0.05
6449,NA,0.06
5101,NA,0.05
5062,DegreeBranch,24.78
21370,Gender,12.99
18290,EmpScore,27.74
18143,Gender,10.76
5275,NA,0.05
8521,Gender,18.83
10811,Gender,5.42
13597,DegreeBranch,19.49
23781,Gender,25.91
8479,DegreeBranch,17.95
4429,HighestDegree,32.34
9510,YearsOfExperince,25.38
8872,NA,0.05
22318,Gender,19.77
12500,NA,0.06
22659,HighestDegree,49.34
7614,NA,0.05
19720,NA,0.05
7009,YearsOfExperince,30.41
13466,DegreeBranch,22.71
19282,NA,0.06
14170,NA,0.06
4139,Gender,3.31
15313,Gender,15.1
13608,NA,0.06
9790,DegreeBranch,16.99
9252,NA,0.04
14635,NA,0.05
17271,DegreeBranch,23.44
14739,NA,0.06
20854,DegreeBranch,17.17
15385,DegreeBranch,19.08
16834,DegreeBranch,21.17
22995,DegreeBranch,12.94
9851,CurrentCompanyType,0.06
21489,NA,0.06
9977,NA,0.06
6693,NA,0.05
9478,YearsOfExperince,19.73
17964,Gender,0.05
11005,EmpScore,37.09
24066,NA,0.05
17737,DegreeBranch,16.38
12345,Gender,24.59
22377,DegreeBranch,24.32
6535,Gender,13.82
20962,NA,0.04
3417,DegreeBranch,21.24
14209,NA,0.06
10571,NA,0.06
19011,NA,0.05
4602,NA,0.05
12066,YearsOfExperince,32.46
14429,NA,0.05
16466,DegreeBranch,19.67
17715,MartialStatus,53.34
6549,NA,0.05
17354,Gender,0.05
22978,Gender,10.47
18767,NA,0.06
7762,Gender,18.01
4595,YearsOfExperince,29.08
23119,MartialStatus,51.36
15276,NA,0.06
10101,DegreeBranch,14.89
9370,NA,0.04
10898,Gender,12.64
22118,NA,0.05
19576,YearsOfExperince,18.62
6040,YearsOfExperince,27.95
17256,EmpScore,28.52
2103,DegreeBranch,15.86
14035,NA,0.05
13574,DegreeBranch,20.31
2889,Gender,13.64
16286,YearsOfExperince,40.74
4987,NA,0.05
8757,DegreeBranch,13.27
11460,NA,0.05
2422,NA,0.05
18160,HighestDegree,38.04
15255,DegreeBranch,22.77
10129,EmpScore,34.16
23956,Gender,15.42
12570,NA,0.05
11801,HighestDegree,35.42
14195,Gender,3.15
8688,DegreeBranch,16.95
16407,Gender,0.05
20505,NA,0.05
21474,NA,0.04
8557,YearsOfExperince,29.57
9325,DegreeBranch,21.93
2049,DegreeBranch,20.36
2847,DegreeBranch,21.14
6761,Gender,0.05
13424,DegreeBranch,19.01
2030,EmpScore,32.53
7149,YearsOfExperince,26.32
5704,Gender,22.3
11374,DegreeBranch,0.05
10403,Gender,4.78
18727,EmpScore,34.94
23031,YearsOfExperince,23.61
6722,NA,0.05
23916,Gender,0.05
16604,DegreeBranch,20.3
4600,NA,0.06
6025,Gender,17.42
11579,DegreeBranch,21.4
19437,YearsOfExperince,36.13
12548,EmpScore,37.61
19144,DegreeBranch,16.89
8202,Gender,13.23
10838,EmpScore,33.35
4922,DegreeBranch,18.78
5665,NA,0.05
8070,DegreeBranch,22.16
8596,YearsOfExperince,21.49
2194,Gender,9.25
11513,NA,0.06
21788,DegreeBranch,18.84
12504,YearsOfExperince,22.59
16131,Gender,0.06
21168,DegreeBranch,15.36
18905,Gender,0.08
12267,CurrentCompanyType,0.18
2823,HighestDegree,38.96
8687,NA,0.06
23415,NA,0.05
20471,YearsOfExperince,26.51
8567,NA,0.05
17296,YearsOfExperince,16.99
5812,Gender,20.11
4852,NA,0.05
8334,YearsOfExperince,7.36
22009,NA,0.05
13607,NA,0.06
2244,YearsOfExperince,24.31
4801,DegreeBranch,13.98
9991,NA,0.05
15095,EmpScore,33.05
17331,DegreeBranch,23.4
20744,Gender,14.8
17921,DegreeBranch,19.22
19973,DegreeBranch,22.1
12481,NA,0.05
14560,Gender,15.29
6169,Gender,16.37
2653,DegreeBranch,14.05
24001,EmpScore,28.74
13916,Gender,13.72
23824,HighestDegree,35.0
24086,YearsOfExperince,23.37
8240,YearsOfExperince,27.16
15604,MartialStatus,49.33
21385,DegreeBranch,19.22
14826,NA,0.05
18829,NA,0.06
21783,Gender,12.88
12802,DegreeBranch,14.11
8902,MartialStatus,49.66
6079,NA,0.05
23492,NA,0.05
8510,DegreeBranch,22.05
21617,YearsOfExperince,25.18
19728,HighestDegree,32.29
3073,YearsOfExperince,17.75
8543,DegreeBranch,21.73
23463,DegreeBranch,16.71
8830,NA,0.05
4480,Gender,19.79
9464,DegreeBranch,23.01
11848,Gender,3.42
9586,DegreeBranch,0.04
17818,DegreeBranch,16.83
21065,YearsOfExperince,12.5
14987,NA,0.06
12606,EmpScore,33.04
19515,Gender,21.29
13922,Gender,24.66
8057,DegreeBranch,14.88
17963,DegreeBranch,19.77
10989,Gender,0.06
16919,YearsOfExperince,24.19
5530,Gender,18.3
7296,Gender,1.36
20111,Gender,11.16
12470,NA,0.05
10925,DegreeBranch,16.0
4918,NA,0.05
2009,YearsOfExperince,19.29
18969,DegreeBranch,19.42
7486,EmpScore,37.6
20181,Gender,0.06
23154,NA,0.04
22160,YearsOfExperince,27.11
20197,HighestDegree,48.88
4724,NA,0.07
7386,Gender,11.04
22897,Gender,16.84
16283,Gender,15.04
16403,NA,0.04
18252,DegreeBranch,18.46
23364,DegreeBranch,20.01
21572,Gender,17.34
8869,NA,0.04
6363,HighestDegree,36.14
19498,NA,0.05
4276,NA,0.05
20338,NA,0.06
2660,Gender,7.35
22432,Gender,20.34
5875,DegreeBranch,16.42
5499,YearsOfExperince,32.61
14794,NA,0.06
14346,NA,0.05
8088,NA,0.05
14263,NA,0.05
19092,DegreeBranch,0.05
6052,DegreeBranch,16.14
22037,Gender,14.32
19689,Gender,17.26
7382,Gender,0.05
22047,Gender,5.13
18610,YearsOfExperince,19.83
4282,NA,0.05
11991,DegreeBranch,18.02
5673,DegreeBranch,22.08
5918,NA,0.06
17217,NA,0.04
4601,YearsOfExperince,19.08
23608,YearsOfExperince,7.05
23224,YearsOfExperince,21.94
18976,MartialStatus,45.16
10009,DegreeBranch,17.66
7214,NA,0.05
22838,NA,0.05
8277,NA,0.05
8855,NA,0.04
12099,MartialStatus,50.5
5470,DegreeBranch,22.01
5191,EmpScore,31.99
17240,DegreeBranch,2.29
14990,Gender,3.9
9220,DegreeBranch,20.41
7377,DegreeBranch,15.53
2922,DegreeBranch,23.58
22507,DegreeBranch,20.99
21271,Gender,0.04
2981,EmpScore,32.97
20479,Gender,12.69
14252,NA,0.07
22624,EmpScore,33.8
12431,DegreeBranch,21.48
22957,EmpScore,33.77
11797,NA,0.05
8898,DegreeBranch,20.29
11234,NA,0.05
11687,LatestDegreeCGPA,0.04
5425,DegreeBranch,21.89
5308,Gender,13.02
22325,HighestDegree,31.46
3873,Gender,19.7
9609,Gender,16.37
10971,NA,0.05
13397,YearsOfExperince,26.48
20247,YearsOfExperince,27.53
17709,YearsOfExperince,26.94
8508,YearsOfExperince,19.11
10079,MartialStatus,54.27
15943,DegreeBranch,21.55
4291,DegreeBranch,24.5
13501,CurrentCompanyType,0.05
24180,DegreeBranch,14.48
13594,DegreeBranch,10.8
13372,YearsOfExperince,30.76
2493,DegreeBranch,16.4
7056,Gender,10.57
13752,NA,0.06
3093,DegreeBranch,15.81
20758,EmpScore,32.77
9608,DegreeBranch,20.42
16242,NA,0.05
23547,Gender,0.05
9169,DegreeBranch,19.76
19592,NA,0.05
14448,Gender,2.01
23495,YearsOfExperince,21.65
14870,NA,0.06
4529,DegreeBranch,4.98
23719,NA,0.05
11659,DegreeBranch,21.0
4656,Gender,22.84
8377,NA,0.05
8051,NA,0.05
22385,CurrentCompanyType,0.24
18876,NA,0.05
21743,NA,0.06
20732,DegreeBranch,18.92
16342,DegreeBranch,20.32
7370,DegreeBranch,17.11
2300,NA,0.06
9664,DegreeBranch,18.65
23289,DegreeBranch,15.76
20208,DegreeBranch,3.5
17676,DegreeBranch,21.79
9780,DegreeBranch,20.22
17143,DegreeBranch,13.47
20504,NA,0.05
10759,NA,0.05
3735,YearsOfExperince,15.35
2260,Gender,2.35
20603,DegreeBranch,19.63
18155,DegreeBranch,20.6
9221,Gender,0.04
18317,EmpScore,38.94
15599,Gender,9.42
11770,YearsOfExperince,22.91
9696,NA,0.05
17120,MartialStatus,44.66
16267,DegreeBranch,23.01
8844,YearsOfExperince,20.15
18049,YearsOfExperince,32.47
21814,NA,0.05
21068,Gender,10.79
18558,Gender,15.21
7287,DegreeBranch,17.57
9635,DegreeBranch,17.59
21496,EmpScore,34.88
15235,DegreeBranch,16.3
16793,NA,0.04
7926,NA,0.06
6878,Gender,16.45
4017,HighestDegree,35.78
16990,YearsOfExperince,25.44
17127,DegreeBranch,20.73
9556,EmpScore,35.17
11976,NA,0.05
10377,NA,0.06
5293,YearsOfExperince,30.71
18235,DegreeBranch,19.29
9644,NA,0.06
21536,MartialStatus,48.64
8170,NA,0.06
13679,DegreeBranch,20.42
10423,NA,0.06
5518,YearsOfExperince,36.28
21058,NA,0.05
22656,DegreeBranch,22.26
3648,DegreeBranch,22.41
24129,YearsOfExperince,19.39
5899,NA,0.04
5921,NA,0.06
23165,DegreeBranch,19.71
22222,DegreeBranch,3.99
15681,YearsOfExperince,22.19
23169,DegreeBranch,21.23
17600,DegreeBranch,18.92
9166,NA,0.07
17841,Gender,0.05
23602,NA,0.05
23318,EmpScore,33.91
18778,NA,0.05
16451,EmpScore,29.67
3881,DegreeBranch,21.65
10826,HighestDegree,36.52
6138,Gender,11.37
12622,CurrentCompanyType,0.05
11512,EmpScore,36.94
13903,DegreeBranch,18.5
11053,DegreeBranch,22.89
12427,Gender,15.67
19793,NA,0.05
3908,Gender,23.14
3885,CurrentCompanyType,3.72
8343,YearsOfExperince,18.72
20901,DegreeBranch,2.49
13857,DegreeBranch,18.85
12712,YearsOfExperince,23.44
5653,Gender,22.16
21478,DegreeBranch,4.39
10983,EmpScore,35.75
21574,DegreeBranch,21.75
19670,Gender,10.86
17621,Gender,0.91
7918,DegreeBranch,21.51
18465,NA,0.04
24287,Gender,12.89
23422,Gender,13.37
12398,DegreeBranch,15.38
9973,DegreeBranch,14.08
8336,DegreeBranch,23.0
20307,Gender,18.06
2691,Gender,25.61
20435,YearsOfExperince,33.08
19176,Gender,6.23
11388,NA,0.05
3584,Gender,21.4
22468,NA,0.05
21296,YearsOfExperince,24.29
20594,DegreeBranch,18.88
17792,YearsOfExperince,4.95
23898,NA,0.05
6299,EmpScore,31.89
5377,NA,0.05
5474,YearsOfExperince,18.94
18860,NA,0.05
3980,Gender,21.36
8383,DegreeBranch,6.1
6801,Gender,10.74
21432,DegreeBranch,16.86
15006,Gender,12.73
4342,Gender,28.04
24358,DegreeBranch,16.74
10309,Ethinicity,163.43
17837,NA,0.06
15356,NA,0.05
9170,YearsOfExperince,27.22
8246,NA,0.05
5661,Gender,18.37
18068,EmpScore,33.15
18875,EmpScore,30.96
9864,DegreeBranch,19.54
6847,DegreeBranch,22.68
21253,Gender,20.54
5119,NA,0.05
4120,NA,0.05
21859,EmpScore,30.85
19946,YearsOfExperince,34.05
20702,EmpScore,31.13
20816,NA,0.05
12603,Gender,21.26
15479,YearsOfExperince,13.36
17960,DegreeBranch,20.4
4916,NA,0.05
3270,YearsOfExperince,25.03
21421,YearsOfExperince,20.58
8731,NA,0.05
3460,NA,0.05
22115,Gender,22.25
23109,Gender,23.83
12694,Gender,13.77
19868,Gender,19.03
15636,Gender,11.96
16918,EmpScore,31.09
8220,Gender,13.64
2485,DegreeBranch,19.97
7498,NA,0.06
18133,NA,0.05
14704,HighestDegree,46.09
22814,Gender,0.05
17602,CurrentCompanyType,0.06
4485,Gender,6.66
3466,Gender,11.68
24266,YearsOfExperince,31.65
4654,DegreeBranch,25.03
23093,Gender,20.85
24098,CurrentCompanyType,3.36
7100,DegreeBranch,15.57
22147,Gender,14.7
10034,Gender,9.6
6102,Gender,14.5
4978,DegreeBranch,16.63
16800,Gender,13.91
18636,NA,0.05
5080,HighestDegree,32.62
5057,Gender,17.66
19829,DegreeBranch,16.39
12920,NA,0.05
24039,Gender,25.57
3791,Gender,17.7
13288,NA,0.05
11170,DegreeBranch,20.84
16639,Gender,19.53
6691,Gender,13.33
16072,NA,0.05
21696,NA,0.05
16018,YearsOfExperince,32.09
16700,Gender,4.7
2856,NA,0.04
23978,DegreeBranch,19.8
21187,NA,0.05
16548,Gender,25.42
21430,NA,0.05
5343,DegreeBranch,14.47
10080,NA,0.05
15015,Gender,12.34
19878,NA,0.06
7244,YearsOfExperince,25.45
21304,YearsOfExperince,24.26
8623,EmpScore,37.16
14436,Gender,23.26
17280,NA,0.05
7900,NA,0.05
21828,CurrentCompanyType,0.05
9001,Gender,12.77
17585,Gender,21.35
2328,DegreeBranch,6.65
15541,Gender,19.93
22406,MartialStatus,49.94
8338,Gender,10.67
10391,DegreeBranch,0.22
4765,NA,0.05
6339,HighestDegree,41.49
13816,NA,0.05
23490,CurrentCompanyType,0.05
24120,NA,0.06
21270,DegreeBranch,4.96
19634,DegreeBranch,0.88
15662,NA,0.05
18108,DegreeBranch,20.13
9139,NA,0.05
8818,Gender,25.28
21286,YearsOfExperince,19.6
23716,Gender,5.0
12596,YearsOfExperince,11.16
11244,EmpScore,33.04
17370,Gender,12.89
20062,EmpScore,27.47
4300,DegreeBranch,20.15
15706,Gender,13.09
15749,Gender,4.52
11110,DegreeBranch,18.33
8628,DegreeBranch,16.0
10618,NA,0.05
22472,NA,0.05
15407,Gender,13.35
22361,DegreeBranch,21.31
8081,NA,0.05
5930,DegreeBranch,17.83
24028,DegreeBranch,21.47
5680,NA,0.05
11620,DegreeBranch,24.4
13689,DegreeBranch,7.94
18651,DegreeBranch,21.13
9349,EmpScore,34.22
12573,YearsOfExperince,9.04
12409,EmpScore,33.38
6736,Gender,5.38
17203,Gender,9.73
11437,NA,0.05
7958,Gender,18.99
21021,NA,0.05
9927,NA,0.05
10251,NA,0.05
10881,NA,0.06
12296,CurrentCompanyType,0.06
3257,NA,0.06
11777,HighestDegree,19.79
10102,EmpScore,33.7
7310,DegreeBranch,18.24
6894,Gender,19.46
10829,EmpScore,31.15
24241,Gender,9.97
8518,NA,0.06
12169,Gender,21.8
8738,DegreeBranch,20.04
21117,NA,0.05
20886,YearsOfExperince,29.79
2316,CurrentCompanyType,0.06
10552,DegreeBranch,18.49
9740,NA,0.04
8512,DegreeBranch,18.4
20508,NA,0.05
23705,HighestDegree,30.2
21697,DegreeBranch,21.8
2934,CurrentCompanyType,0.37
20581,Gender,9.61
20560,DegreeBranch,25.5
23071,Gender,0.05
22191,DegreeBranch,21.89
17023,Gender,0.05
18202,Gender,4.33
17111,NA,0.05
23713,Gender,19.38
10516,NA,0.05
4736,NA,0.05
15325,Gender,0.06
23516,MartialStatus,53.53
15393,Gender,12.72
20398,Gender,26.22
22906,DegreeBranch,19.37
19227,NA,0.05
21597,DegreeBranch,24.49
9697,EmpScore,28.54
12003,NA,0.04
20036,YearsOfExperince,31.33
20811,NA,0.05
20880,HighestDegree,50.73
23612,Gender,0.06
10122,NA,0.05
6471,YearsOfExperince,17.52
6980,Gender,10.99
4694,CurrentCompanyType,0.5
5151,HighestDegree,45.95
7653,CurrentCompanyType,1.39
16941,DegreeBranch,16.58
18669,NA,0.05
18029,EmpScore,32.74
10841,Gender,3.56
19753,DegreeBranch,15.1
16339,DegreeBranch,19.16
24340,MartialStatus,49.23
21264,EmpScore,36.18
14857,DegreeBranch,19.9
13254,MartialStatus,52.47
5870,Gender,14.43
8432,DegreeBranch,21.57
14720,DegreeBranch,20.31
21624,YearsOfExperince,23.56
10107,DegreeBranch,18.2
5314,NA,0.06
16235,YearsOfExperince,28.17
9939,NA,0.05
13892,CurrentCompanyType,0.05
2192,EmpScore,29.99
2824,HighestDegree,34.08
4298,MartialStatus,46.21
2410,NA,0.06
23362,Gender,8.73
8857,YearsOfExperince,26.73
17579,DegreeBranch,30.86
14004,Gender,21.56
16224,NA,0.05
12806,NA,0.06
8639,NA,0.05
21323,NA,0.05
8250,YearsOfExperince,24.51
5325,DegreeBranch,21.59
17488,YearsOfExperince,28.32
21904,NA,0.06
5117,NA,0.04
6057,MartialStatus,47.01
20784,Gender,0.05
8190,Gender,18.39
15597,YearsOfExperince,27.99
4727,NA,0.04
17439,NA,0.05
15171,NA,0.05
14552,LatestDegreeCGPA,0.05
7252,DegreeBranch,1.32
20813,DegreeBranch,19.38
18994,Gender,0.05
10013,EmpScore,32.86
21948,EmpScore,35.06
18774,NA,0.05
8228,DegreeBranch,15.68
4253,YearsOfExperince,18.51
8766,YearsOfExperince,31.34
19239,NA,0.04
15642,NA,0.06
4672,DegreeBranch,19.41
24239,EmpScore,34.39
17033,DegreeBranch,17.96
23536,Gender,17.29
15457,NA,0.05
4030,NA,0.05
11636,NA,0.05
24080,EmpScore,35.79
8574,Gender,14.15
12838,YearsOfExperince,26.5
7629,NA,0.05
20926,NA,0.05
2814,YearsOfExperince,26.92
13187,Gender,11.08
5076,Gender,23.46
8912,NA,0.05
18009,DegreeBranch,15.63
7257,DegreeBranch,22.96
13334,Gender,12.14
9445,Gender,14.02
12578,YearsOfExperince,20.1
16719,DegreeBranch,15.48
7707,EmpScore,34.77
10160,HighestDegree,31.83
4194,HighestDegree,41.41
5048,DegreeBranch,21.17
3789,Gender,15.34
6602,CurrentCompanyType,0.05
12989,YearsOfExperince,26.98
4793,Gender,9.95
23757,NA,0.05
23276,YearsOfExperince,21.83
13667,HighestDegree,41.37
24327,NA,0.05
4702,NA,0.05
9048,LatestDegreeCGPA,0.05
18032,DegreeBranch,17.22
23476,EmpScore,30.91
18265,DegreeBranch,5.87
13980,NA,0.06
15907,NA,0.05
20387,YearsOfExperince,32.42
9621,EmpScore,33.98
4283,DegreeBranch,20.19
9404,Gender,23.29
5321,DegreeBranch,14.31
15974,DegreeBranch,19.32
17955,Gender,14.34
10112,EmpScore,32.83
23697,Gender,1.41
12087,DegreeBranch,21.6
5913,NA,0.05
11451,YearsOfExperince,25.33
11260,EmpScore,29.06
10711,Gender,23.61
9706,NA,0.06
23651,Gender,0.05
16319,Gender,12.63
4278,Gender,12.73
22878,Gender,22.03
3506,Gender,24.93
17731,Gender,11.61
21721,HighestDegree,24.6
23653,Gender,9.88
13006,NA,0.05
5715,Gender,5.67
6300,EmpScore,35.14
10884,NA,0.05
8154,YearsOfExperince,27.79
21636,NA,0.05
8470,DegreeBranch,17.83
24187,Gender,24.3
6262,HighestDegree,30.64
23028,HighestDegree,44.33
10231,NA,0.06
3177,DegreeBranch,21.04
7208,Gender,12.79
14971,EmpScore,33.4
8537,EmpScore,37.0
15444,EmpScore,32.4
11263,DegreeBranch,26.85
18839,DegreeBranch,18.71
24259,EmpScore,33.24
3211,DegreeBranch,21.04
6882,DegreeBranch,16.81
17838,NA,0.04
10503,Gender,21.18
22635,NA,0.05
11209,NA,0.05
12507,YearsOfExperince,23.13
8580,NA,0.05
15438,Gender,0.05
5528,MartialStatus,47.82
6821,DegreeBranch,23.64
22874,Gender,7.21
8443,DegreeBranch,15.7
22690,Gender,17.82
12790,CurrentCompanyType,3.27
10037,HighestDegree,42.58
7935,NA,0.05
6196,DegreeBranch,14.7
22081,HighestDegree,45.51
12172,Gender,22.67
12034,NA,0.05
23711,EmpScore,29.22
9234,YearsOfExperince,26.92
19595,DegreeBranch,17.8
22857,CurrentCompanyType,0.06
8442,NA,0.06
20384,YearsOfExperince,21.35
11638,Gender,2.65
23894,NA,0.05
7609,Gender,15.82
22548,NA,0.05
7615,Gender,15.48
4792,EmpScore,32.94
16741,NA,0.04
9565,DegreeBranch,17.54
8089,NA,0.05
13174,YearsOfExperince,29.44
8911,DegreeBranch,9.53
14137,Gender,22.81
16348,Gender,13.0
16216,HighestDegree,38.81
13290,EmpScore,21.31
23957,HighestDegree,38.82
11956,Gender,12.95
10396,MartialStatus,48.55
11993,YearsOfExperince,31.44
18514,DegreeBranch,18.57
4653,Gender,0.05
16690,CurrentCompanyType,5.0
7662,Gender,0.04
9472,Gender,2.85
2944,Gender,22.5
17604,DegreeBranch,18.7
13734,NA,0.06
16975,NA,0.05
11258,Gender,10.74
16976,DegreeBranch,20.68
22746,Gender,0.04
6388,Gender,23.21
11224,NA,0.05
22867,NA,0.07
23650,NA,0.05
20336,NA,0.05
15247,DegreeBranch,22.92
4633,YearsOfExperince,21.04
2246,DegreeBranch,15.53
4240,YearsOfExperince,25.29
17544,DegreeBranch,21.09
8405,Gender,0.05
8255,Gender,0.05
17580,DegreeBranch,18.34
3288,Gender,1.01
10256,YearsOfExperince,6.07
15810,DegreeBranch,21.16
12924,Gender,14.15
17019,NA,0.06
10758,NA,0.06
15720,NA,0.05
7068,Gender,0.06
12319,Gender,20.13
12680,DegreeBranch,20.14
4073,NA,0.06
7087,NA,0.05
13162,DegreeBranch,22.83
13277,NA,0.05
18938,Gender,14.22
21366,Gender,18.53
21553,DegreeBranch,9.03
21012,NA,0.06
6804,Gender,0.05
18978,DegreeBranch,18.33
3340,HighestDegree,38.31
8541,Gender,14.5
16607,DegreeBranch,23.35
18573,NA,0.05
23133,NA,0.04
15781,HighestDegree,32.44
8464,LatestDegreeCGPA,0.05
4258,HighestDegree,35.26
18910,NA,0.04
6678,Gender,25.52
3753,DegreeBranch,18.56
11755,HighestDegree,25.42
18137,Gender,5.68
10336,DegreeBranch,20.16
7617,Gender,26.49
13204,NA,0.05
22311,CurrentCompanyType,3.48
20097,YearsOfExperince,22.02
11366,EmpScore,32.05
5081,Gender,0.04
12399,YearsOfExperince,18.71
19962,NA,0.06
3615,DegreeBranch,22.96
8895,Gender,0.05
3654,Gender,0.05
20289,DegreeBranch,18.27
24195,CurrentCompanyType,0.05
5449,EmpScore,32.07
16759,NA,0.05
11637,Gender,0.06
11249,DegreeBranch,19.64
14283,Gender,22.56
10589,Gender,13.64
2432,NA,0.06
22712,Gender,0.05
14973,NA,0.06
11593,DegreeBranch,20.0
16115,Gender,14.26
18918,NA,0.05
14872,NA,0.06
18584,NA,0.05
6145,Gender,20.91
24220,NA,0.05
15232,NA,0.06
3631,Gender,17.21
10541,DegreeBranch,0.04
5147,DegreeBranch,18.96
20245,NA,0.06
14105,Gender,15.72
8552,DegreeBranch,24.13
9017,YearsOfExperince,19.72
3085,Gender,15.33
16765,YearsOfExperince,27.23
8632,YearsOfExperince,25.96
16486,YearsOfExperince,21.95
13107,DegreeBranch,0.83
18834,EmpScore,39.1
8393,Gender,0.05
11825,EmpScore,35.51
9564,EmpScore,32.22
23107,DegreeBranch,17.17
20919,Gender,0.05
10068,DegreeBranch,16.32
22189,Gender,17.08
18929,NA,0.05
20005,EmpScore,36.95
24047,CurrentCompanyType,0.06
24237,DegreeBranch,17.63
20838,NA,0.05
13381,NA,0.06
22702,Gender,22.17
22040,YearsOfExperince,24.07
14998,DegreeBranch,22.27
15856,NA,0.05
16037,NA,0.04
13979,NA,0.05
24255,YearsOfExperince,27.01
12096,MartialStatus,40.77
7496,NA,0.05
17787,DegreeBranch,1.63
20441,CurrentCompanyType,0.82
16750,Gender,18.25
21000,CurrentCompanyType,0.05
